airport_name,country_name,continents,departure_date,arrival_airport,pilot_name,flight_status
Ciudad del Carmen International Airport,Mexico,North America,2022-06-04 00:00:00,CME,Cleo Rissen,Cancelled
Schleswig Air Base,Germany,Europe,2022-05-17 00:00:00,WBG,Tann Dell'Abbate,Delayed
Lerwick / Tingwall Airport,United Kingdom,Europe,2022-07-06 00:00:00,LWK,Velma Olenin,Cancelled
Exeter International Airport,United Kingdom,Europe,2022-07-03 00:00:00,EXT,Lyndsie Henkmann,Cancelled
Norderney Airport,Germany,Europe,2022-09-25 00:00:00,NRD,Ricki Kendall,On Time
Piloto Civil N. Fernández Airport,Argentina,South America,2022-07-12 00:00:00,RGL,Alia Veare,On Time
Cortina Airport,Italy,Europe,2022-02-01 00:00:00,CDF,Merrill Tomes,Cancelled
Celle Airport,Germany,Europe,2022-08-16 00:00:00,ZCN,Lonee Bunworth,Delayed
Zweibrücken Airport,Germany,Europe,2022-01-26 00:00:00,ZQW,Bernardo Wedon,On Time
Fleetlands Heliport,United Kingdom,Europe,2022-11-23 00:00:00,PME,Rochester Ahren,Delayed
El Lencero Airport,Mexico,North America,2022-03-02 00:00:00,JAL,Vania Huyge,Delayed
Bournemouth Airport,United Kingdom,Europe,2022-12-22 00:00:00,BOH,Nesta Taye,Delayed
North Ronaldsay Airport,United Kingdom,Europe,2022-06-09 00:00:00,NRL,Ninetta Humberston,Delayed
Tortolì Airport,Italy,Europe,2022-08-26 00:00:00,TTB,Emlyn Weatherup,On Time
Del Norte International Airport,Mexico,North America,2022-10-15 00:00:00,NTR,Gauthier Oldacres,Cancelled
Bayreuth Airport,Germany,Europe,2022-08-26 00:00:00,BYU,Cori Orans,Cancelled
Nuevo Casas Grandes Airport,Mexico,North America,2022-04-09 00:00:00,NCG,Rosanna Elkin,On Time
Siegerland Airport,Germany,Europe,2022-11-04 00:00:00,SGE,Daffy Leaves,On Time
Exeter International Airport,United Kingdom,Europe,2022-07-03 00:00:00,EXT,Bonita Kilvington,Cancelled
Leonardo da Vinci–Fiumicino Airport,Italy,Europe,2022-02-19 00:00:00,FCO,Elset Cumesky,On Time
Helgoland-Düne Airport,Germany,Europe,2022-09-14 00:00:00,HGL,Dmitri Crickmore,Delayed
Augsburg Airport,Germany,Europe,2022-06-14 00:00:00,AGB,Nero Caville,On Time
Bahías de Huatulco International Airport,Mexico,North America,2022-08-24 00:00:00,HUX,Bobbe Grahame,Cancelled
Tortolì Airport,Italy,Europe,2022-07-12 00:00:00,TTB,Adena Kynson,Cancelled
Schwerin Parchim Airport,Germany,Europe,2022-06-08 00:00:00,SZW,Elysia Loble,On Time
Sigonella Navy Air Base,Italy,Europe,2022-01-01 00:00:00,NSY,Simone Catt,On Time
Edinburgh Airport,United Kingdom,Europe,2022-05-24 00:00:00,EDI,Elga Braithwaite,On Time
Bielefeld Airport,Germany,Europe,2022-10-08 00:00:00,BFE,Lyssa Oneill,Delayed
Cataratas Del Iguazú International Airport,Argentina,South America,2022-06-27 00:00:00,IGR,Cami Oleshunin,On Time
Punta Colorada Airport,Mexico,North America,2022-07-11 00:00:00,PCO,Rosaleen Waggatt,Delayed
Ravenna Airport,Italy,Europe,2022-11-26 00:00:00,RAN,Deena Cakebread,On Time
Tamuin Airport,Mexico,North America,2022-09-05 00:00:00,TSL,Marthena O'Farris,Cancelled
St Angelo Airport,United Kingdom,Europe,2022-05-29 00:00:00,ENK,Hubie Racine,Cancelled
Villa Reynolds Airport,Argentina,South America,2022-01-15 00:00:00,VME,Jillene Spackman,On Time
Bragado Airport,Argentina,South America,2022-05-22 00:00:00,QRF,Lynsey Halpeine,On Time
Barrow Walney Island Airport,United Kingdom,Europe,2022-02-11 00:00:00,BWF,Roxanne Moralas,Cancelled
Libertador Gral D Jose De San Martin Airport,Argentina,South America,2022-10-14 00:00:00,PSS,Jessie Patesel,Delayed
General Rafael Buelna International Airport,Mexico,North America,2022-07-10 00:00:00,MZT,Ingar Popland,On Time
Southampton Airport,United Kingdom,Europe,2022-05-28 00:00:00,SOU,Joni Gianiello,Cancelled
Brescia Airport,Italy,Europe,2022-10-20 00:00:00,VBS,Torr O'Hollegan,Cancelled
Fetlar Airport,United Kingdom,Europe,2022-05-25 00:00:00,FEA,Myrta Burchmore,Delayed
Wycombe Air Park,United Kingdom,Europe,2022-09-16 00:00:00,HYC,Jamill Chevolleau,Delayed
Licenciado Manuel Crescencio Rejon Int Airport,Mexico,North America,2022-07-12 00:00:00,MID,Teressa Pfeiffer,Cancelled
Norwich International Airport,United Kingdom,Europe,2022-05-03 00:00:00,NWI,Janot Sigmund,Cancelled
Mönchengladbach Airport,Germany,Europe,2022-05-18 00:00:00,MGL,Buddy Kincey,On Time
Libertador Gral D Jose De San Martin Airport,Argentina,South America,2022-06-15 00:00:00,PSS,Hortensia Keysel,On Time
General Lucio Blanco International Airport,Mexico,North America,2022-06-21 00:00:00,REX,Dulcine Joselson,Cancelled
RAF Fairford,United Kingdom,Europe,2022-04-01 00:00:00,FFD,Amelita Gomes,On Time
General Rodolfo Sánchez Taboada International Airport,Mexico,North America,2022-09-07 00:00:00,MXL,Rutger Teresi,On Time
Rostock-Laage Airport,Germany,Europe,2022-02-02 00:00:00,RLG,Nataniel Pedden,Cancelled
Heidelberg Army Helicopter Base,Germany,Europe,2022-05-02 00:00:00,HDB,Adda Gillford,Cancelled
Tortolì Airport,Italy,Europe,2022-08-14 00:00:00,TTB,Arleen Burthom,Delayed
Durham Tees Valley Airport,United Kingdom,Europe,2022-03-06 00:00:00,MME,Gertie Evill,On Time
Los Menucos Airport,Argentina,South America,2022-09-10 00:00:00,LMD,Amandie Millhill,On Time
Comodoro D.R. Salomón Airport,Argentina,South America,2022-02-16 00:00:00,LGS,Doria Samples,Delayed
Papa Westray Airport,United Kingdom,Europe,2022-02-06 00:00:00,PPW,Saunder Vassall,Delayed
Bahías de Huatulco International Airport,Mexico,North America,2022-07-19 00:00:00,HUX,Diarmid Hazeldene,On Time
Essen Mulheim Airport,Germany,Europe,2022-02-03 00:00:00,ESS,Lorens Ovid,On Time
Licenciado Gustavo Díaz Ordaz International Airport,Mexico,North America,2022-10-29 00:00:00,PVR,Kit Cuzen,Delayed
Domingo Faustino Sarmiento Airport,Argentina,South America,2022-09-03 00:00:00,UAQ,Hamlin Howsan,Delayed
Siegerland Airport,Germany,Europe,2022-01-25 00:00:00,SGE,Caren Markussen,On Time
Friedrichshafen Airport,Germany,Europe,2022-08-29 00:00:00,FDH,Thacher Oldale,On Time
Norderney Airport,Germany,Europe,2022-05-06 00:00:00,NRD,Iggie Halliberton,Cancelled
Glasgow International Airport,United Kingdom,Europe,2022-10-24 00:00:00,GLA,Margot Simko,Delayed
Flugplatz Güttin / Rügen,Germany,Europe,2022-06-05 00:00:00,GTI,Barry Polland,Delayed
Paso De Los Libres Airport,Argentina,South America,2022-05-24 00:00:00,AOL,Marni Robison,Delayed
Brindisi – Salento Airport,Italy,Europe,2022-03-12 00:00:00,BDS,Anita Really,Cancelled
Playa del Carmen Airport,Mexico,North America,2022-11-25 00:00:00,PCM,Erin Guillot,Cancelled
Peenemünde Airport,Germany,Europe,2022-11-19 00:00:00,PEF,Javier MacGhee,Cancelled
Wilhelmshaven-Mariensiel Airport,Germany,Europe,2022-03-14 00:00:00,WVN,Melodee Wigginton,Delayed
General Villegas Airport,Argentina,South America,2022-08-10 00:00:00,VGS,Lemmie Mower,Delayed
Gatow Airport,Germany,Europe,2022-08-14 00:00:00,GWW,Teressa Poyntz,On Time
Lemwerder Airport,Germany,Europe,2022-05-21 00:00:00,XLW,Antonie Walklett,Delayed
Almirante Marco Andres Zar Airport,Argentina,South America,2022-02-07 00:00:00,REL,Neile Cornhill,Cancelled
Spangdahlem Air Base,Germany,Europe,2022-11-23 00:00:00,SPM,Olwen Grealish,Delayed
Ixtapa Zihuatanejo International Airport,Mexico,North America,2022-07-05 00:00:00,ZIH,Wilek Bromage,Delayed
Geilenkirchen Air Base,Germany,Europe,2022-03-11 00:00:00,GKE,Westbrook Conelly,On Time
Swansea Airport,United Kingdom,Europe,2022-03-26 00:00:00,SWS,Julienne Thomassen,Delayed
Tulum Naval Air Station,Mexico,North America,2022-06-24 00:00:00,TUY,Vanya Andrag,Delayed
Álamos Airport,Mexico,North America,2022-12-18 00:00:00,XAL,Jerrome Sidsaff,Cancelled
Zamora Airport,Mexico,North America,2022-08-30 00:00:00,ZMM,Janina McMeeking,Delayed
Fair Isle Airport,United Kingdom,Europe,2022-10-03 00:00:00,FIE,Christabella Frazier,Delayed
Chos Malal Airport,Argentina,South America,2022-09-05 00:00:00,HOS,Dodie Saket,Cancelled
Gualeguaychu Airport,Argentina,South America,2022-10-02 00:00:00,GHU,Glen Gullberg,On Time
Tiree Airport,United Kingdom,Europe,2022-06-17 00:00:00,TRE,Fabe Frensch,On Time
Dresden Airport,Germany,Europe,2022-08-19 00:00:00,DRS,Beryl Cunliffe,Delayed
Dornoch Airfield,United Kingdom,Europe,2022-02-10 00:00:00,DOC,Franz Jovic,Cancelled
Helgoland-Düne Airport,Germany,Europe,2022-12-26 00:00:00,HGL,Moises Downing,On Time
Outer Skerries Airport,United Kingdom,Europe,2022-02-19 00:00:00,OUK,Gav Blackborn,On Time
Las Heras Airport,Argentina,South America,2022-01-14 00:00:00,LHS,Fabiano Perfect,Delayed
Lemwerder Airport,Germany,Europe,2022-10-16 00:00:00,XLW,Itch Kibbee,On Time
RAF Scampton,United Kingdom,Europe,2022-03-22 00:00:00,SQZ,Kennedy Guirau,Cancelled
Curuzu Cuatia Airport,Argentina,South America,2022-05-23 00:00:00,UZU,Rafaela Crystal,Cancelled
George Best Belfast City Airport,United Kingdom,Europe,2022-10-02 00:00:00,BHD,Mitchael Yell,Cancelled
Saenz Peña Airport,Argentina,South America,2022-11-10 00:00:00,SZQ,Beitris Blazdell,Delayed
Falcone–Borsellino Airport,Italy,Europe,2022-01-02 00:00:00,PMO,Vivianna Rozsa,Delayed
Hamburg Airport,Germany,Europe,2022-11-28 00:00:00,HAM,Ardenia Hellwing,On Time
Barth Airport,Germany,Europe,2022-03-23 00:00:00,BBH,Blondy Kloss,Cancelled
Vincenzo Florio Airport Trapani-Birgi,Italy,Europe,2022-05-09 00:00:00,TPS,Ernest Whiscard,Cancelled
Villa Dolores Airport,Argentina,South America,2022-07-16 00:00:00,VDR,Iolande Ibotson,On Time
Bahías de Huatulco International Airport,Mexico,North America,2022-09-18 00:00:00,HUX,Siusan Erskin,Delayed
Newcastle Airport,United Kingdom,Europe,2022-11-13 00:00:00,NCL,Charisse Marlin,Delayed
Berlin Brandenburg Airport (U.C.),Germany,Europe,2022-09-05 00:00:00,BER,Cass Stoakley,Cancelled
Cananea National Airport,Mexico,North America,2022-08-16 00:00:00,CNA,Merrick Cashman,Cancelled
Perito Moreno Airport,Argentina,South America,2022-09-23 00:00:00,PMQ,Daphne Grafhom,Delayed
RAF Northolt,United Kingdom,Europe,2022-07-01 00:00:00,NHT,Creight Ferie,Cancelled
Düsseldorf Airport,Germany,Europe,2022-01-18 00:00:00,DUS,Denver Chedzoy,Cancelled
London Luton Airport,United Kingdom,Europe,2022-04-23 00:00:00,LTN,Chaddie Burleton,Delayed
General Heriberto Jara International Airport,Mexico,North America,2022-08-02 00:00:00,VER,Hillie Gunningham,Cancelled
Peretola Airport,Italy,Europe,2022-02-01 00:00:00,FLR,Rorke O'Hare,On Time
Dundee Airport,United Kingdom,Europe,2022-11-24 00:00:00,DND,Gabbey Tire,Cancelled
Monclova International Airport,Mexico,North America,2022-04-05 00:00:00,LOV,Basile Cheyney,On Time
Coventry Airport,United Kingdom,Europe,2022-07-25 00:00:00,CVT,Vassili Athy,Cancelled
Rincon De Los Sauces Airport,Argentina,South America,2022-11-30 00:00:00,RDS,Morissa Bottom,Cancelled
Presidente Peron Airport,Argentina,South America,2022-12-03 00:00:00,NQN,Derk Hoyes,Delayed
Cologne Bonn Airport,Germany,Europe,2022-05-20 00:00:00,CGN,Lorena Gilman,Cancelled
Treviso-Sant'Angelo Airport,Italy,Europe,2022-12-30 00:00:00,TSF,Bartholemy Fawcitt,On Time
Reconquista Airport,Argentina,South America,2022-10-30 00:00:00,RCQ,Conroy McMylor,On Time
Curuzu Cuatia Airport,Argentina,South America,2022-02-21 00:00:00,UZU,Guinna Theml,Delayed
Salerno Costa d'Amalfi Airport,Italy,Europe,2022-03-30 00:00:00,QSR,Abbie Allner,Delayed
San Domino Island Heliport,Italy,Europe,2022-06-30 00:00:00,TQR,Trueman Brittlebank,Delayed
Benbecula Airport,United Kingdom,Europe,2022-02-13 00:00:00,BEB,Thane Matitiaho,Cancelled
Cardiff International Airport,United Kingdom,Europe,2022-02-08 00:00:00,CWL,Sabra Southby,On Time
Edinburgh Airport,United Kingdom,Europe,2022-02-01 00:00:00,EDI,Gardiner Blei,Delayed
RAF Northolt,United Kingdom,Europe,2022-07-28 00:00:00,NHT,Adela Van de Castele,Delayed
Gobernador Gregores Airport,Argentina,South America,2022-05-12 00:00:00,GGS,Vinita Tedstone,Cancelled
Bahías de Huatulco International Airport,Mexico,North America,2022-11-25 00:00:00,HUX,Robbi Terrett,On Time
Ingeniero Ambrosio Taravella Airport,Argentina,South America,2022-05-19 00:00:00,COR,Emmi Friedenbach,Cancelled
Cataratas Del Iguazú International Airport,Argentina,South America,2022-05-02 00:00:00,IGR,Alida Quodling,Delayed
D. Casimiro Szlapelis Airport,Argentina,South America,2022-05-29 00:00:00,ARR,Sidoney Ghioni,Delayed
City of Derry Airport,United Kingdom,Europe,2022-11-11 00:00:00,LDY,Jamaal De Hooch,On Time
Flotta Isle Airport,United Kingdom,Europe,2022-09-22 00:00:00,FLH,Ricardo Tripe,Cancelled
Plymouth City Airport,United Kingdom,Europe,2022-02-11 00:00:00,PLH,Alexandre Vause,Delayed
General Mariano Escobedo International Airport,Mexico,North America,2022-08-26 00:00:00,MTY,Ingeborg Beadel,Cancelled
Dresden Airport,Germany,Europe,2022-03-06 00:00:00,DRS,Viole Fardo,Delayed
Cochstedt Airport,Germany,Europe,2022-12-13 00:00:00,CSO,Coretta Killock,Delayed
General Heriberto Jara International Airport,Mexico,North America,2022-03-05 00:00:00,VER,Elia O' Quirk,Cancelled
Jose De San Martin Airport,Argentina,South America,2022-09-14 00:00:00,JSM,Felice Gensavage,On Time
Ceres Airport,Argentina,South America,2022-11-15 00:00:00,CRR,Karyn Puleque,Delayed
Glasgow Prestwick Airport,United Kingdom,Europe,2022-08-12 00:00:00,PIK,Steward Nesterov,Delayed
Curuzu Cuatia Airport,Argentina,South America,2022-08-23 00:00:00,UZU,Haleigh Lees,On Time
Junin Airport,Argentina,South America,2022-07-22 00:00:00,JNI,Nomi Mathiasen,On Time
General Francisco J. Mujica International Airport,Mexico,North America,2022-12-18 00:00:00,MLM,Mylo Castenda,Delayed
Brigadier D.H.E. Ruiz Airport,Argentina,South America,2022-03-24 00:00:00,CSZ,Starla Aymer,On Time
Lerwick / Tingwall Airport,United Kingdom,Europe,2022-10-17 00:00:00,LWK,Tierney Brokenshaw,Delayed
Santa Cruz Airport,Argentina,South America,2022-11-24 00:00:00,RZA,Veriee Vasyutichev,On Time
Redhill Aerodrome,United Kingdom,Europe,2022-08-29 00:00:00,KRH,Milt Carrack,Delayed
L'Aquila–Preturo Airport,Italy,Europe,2022-09-12 00:00:00,QAQ,Raphaela Gehrels,On Time
Swansea Airport,United Kingdom,Europe,2022-08-14 00:00:00,SWS,Laverna Brownsall,Delayed
Bembridge Airport,United Kingdom,Europe,2022-07-05 00:00:00,BBP,Quintilla Kew,Cancelled
Borkum Airport,Germany,Europe,2022-09-16 00:00:00,BMK,Van Ruggieri,Delayed
Norden-Norddeich Airport,Germany,Europe,2022-05-26 00:00:00,NOD,Austina Sangwin,Cancelled
28 de Noviembre Airport,Argentina,South America,2022-07-06 00:00:00,RYO,Harvey Brave,Delayed
Martin Miguel De Guemes International Airport,Argentina,South America,2022-11-29 00:00:00,SLA,Michaeline Rolfe,On Time
Necochea Airport,Argentina,South America,2022-09-09 00:00:00,NEC,Drake Mustin,Delayed
San Luis Río Colorado Airport,Mexico,North America,2022-12-10 00:00:00,UAC,Broddie Purveys,Delayed
Los Cabos International Airport,Mexico,North America,2022-01-11 00:00:00,SJD,Lionel Aloshkin,Delayed
Tortolì Airport,Italy,Europe,2022-06-18 00:00:00,TTB,Silva Minithorpe,Cancelled
Abreojos Airport,Mexico,North America,2022-03-25 00:00:00,AJS,Rodolph Borlease,Cancelled
Gualeguaychu Airport,Argentina,South America,2022-10-22 00:00:00,GHU,Adey Bartlet,Cancelled
RAF Lossiemouth,United Kingdom,Europe,2022-01-01 00:00:00,LMO,Bella Hadwick,On Time
Berlin-Tempelhof International Airport,Germany,Europe,2022-01-10 00:00:00,THF,Denyse Greschik,On Time
Punta Colorada Airport,Mexico,North America,2022-05-20 00:00:00,PCO,Hildy Bowditch,On Time
Vicenza Airport,Italy,Europe,2022-05-20 00:00:00,VIC,Hervey Daoust,Cancelled
Fleetlands Heliport,United Kingdom,Europe,2022-02-16 00:00:00,PME,Josh Allam,Delayed
Ingeniero Ambrosio Taravella Airport,Argentina,South America,2022-12-14 00:00:00,COR,Rodge Ilyukhov,Cancelled
El Maiten Airport,Argentina,South America,2022-09-30 00:00:00,EMX,Kendall Stainburn,Delayed
Clorinda Airport,Argentina,South America,2022-10-26 00:00:00,CLX,Consuelo Loomis,Cancelled
Campbeltown Airport,United Kingdom,Europe,2022-05-27 00:00:00,CAL,Dennison Margarson,Delayed
Baltrum Airport,Germany,Europe,2022-04-15 00:00:00,BMR,Dionne Vowles,Delayed
Chichester/Goodwood Airport,United Kingdom,Europe,2022-04-29 00:00:00,QUG,Janeczka Hollingsby,On Time
Ciudad Constitución Airport,Mexico,North America,2022-11-21 00:00:00,CUA,Lek Lapthorne,On Time
Chichen Itza International Airport,Mexico,North America,2022-08-12 00:00:00,CZA,Hazlett Haddon,Cancelled
London Luton Airport,United Kingdom,Europe,2022-02-23 00:00:00,LTN,Druci Loxly,On Time
Paderborn Lippstadt Airport,Germany,Europe,2022-11-17 00:00:00,PAD,Daryl Pouton,On Time
Gloucestershire Airport,United Kingdom,Europe,2022-04-08 00:00:00,GLO,Page Guirau,Cancelled
RAF Mildenhall,United Kingdom,Europe,2022-03-28 00:00:00,MHZ,Arte Handrick,Delayed
Ingeniero Alberto Acuña Ongay International Airport,Mexico,North America,2022-08-14 00:00:00,CPE,Hermia Hindshaw,Delayed
General Pico Airport,Argentina,South America,2022-02-17 00:00:00,GPO,Raine Logsdail,Cancelled
Ciudad del Carmen International Airport,Mexico,North America,2022-04-01 00:00:00,CME,Dougy Leisman,On Time
Vicenza Airport,Italy,Europe,2022-03-28 00:00:00,VIC,Alec Rames,Delayed
Wyk auf Föhr Airport,Germany,Europe,2022-10-15 00:00:00,OHR,Gardner MacCollom,Cancelled
St. Peter-Ording Airport,Germany,Europe,2022-01-11 00:00:00,PSH,Tomaso Quantrell,On Time
Termal Airport,Argentina,South America,2022-05-08 00:00:00,PRQ,Jermaine Hoopper,Cancelled
Sumburgh Airport,United Kingdom,Europe,2022-01-17 00:00:00,LSI,Gunther Silwood,On Time
Cochstedt Airport,Germany,Europe,2022-12-04 00:00:00,CSO,Micheil Hatter,Delayed
General Abelardo L. Rodríguez International Airport,Mexico,North America,2022-10-25 00:00:00,TIJ,Leonora Slimmon,Delayed
Licenciado Manuel Crescencio Rejon Int Airport,Mexico,North America,2022-02-24 00:00:00,MID,Gan Rounce,Delayed
Papa Stour Airport,United Kingdom,Europe,2022-05-06 00:00:00,PSV,Jephthah Avrashin,Delayed
London Stansted Airport,United Kingdom,Europe,2022-12-24 00:00:00,STN,Fleur Smithers,Delayed
Comodoro Pierrestegui Airport,Argentina,South America,2022-07-06 00:00:00,COC,Jeremias Cadell,Cancelled
Inverness Airport,United Kingdom,Europe,2022-11-16 00:00:00,INV,Gray Wreiford,On Time
Tiree Airport,United Kingdom,Europe,2022-01-09 00:00:00,TRE,Joey Corkan,On Time
Colonia Catriel Airport,Argentina,South America,2022-05-23 00:00:00,CCT,Kissee Merrin,Delayed
Lydd Airport,United Kingdom,Europe,2022-04-09 00:00:00,LYX,Felicle Trimby,On Time
Munich Airport,Germany,Europe,2022-02-13 00:00:00,MUC,Leopold Oliva,Delayed
Hermanos Serdán International Airport,Mexico,North America,2022-12-04 00:00:00,PBC,Astrid Hendrickx,Cancelled
Goya Airport,Argentina,South America,2022-08-22 00:00:00,OYA,Laina Prydden,On Time
General Ignacio P. Garcia International Airport,Mexico,North America,2022-11-14 00:00:00,HMO,Gerick Blackster,Cancelled
London Biggin Hill Airport,United Kingdom,Europe,2022-04-14 00:00:00,BQH,Cheryl Scoffins,Delayed
RAF Brize Norton,United Kingdom,Europe,2022-02-03 00:00:00,BZZ,Pattin Filyakov,Delayed
Saenz Peña Airport,Argentina,South America,2022-02-09 00:00:00,SZQ,Evie Probets,Cancelled
Sembach Air Base,Germany,Europe,2022-08-09 00:00:00,SEX,Mathian Limrick,Cancelled
El Tehuelche Airport,Argentina,South America,2022-01-20 00:00:00,PMY,Angelia Rennison,Cancelled
Orán Airport,Argentina,South America,2022-09-07 00:00:00,ORA,Theressa Winspur,Delayed
Bremerhaven Airport,Germany,Europe,2022-11-14 00:00:00,BRV,Blinnie Gutowska,Cancelled
Mar de Cortés International Airport,Mexico,North America,2022-07-09 00:00:00,PPE,Stoddard Warham,Cancelled
Bristol Filton Airport,United Kingdom,Europe,2022-01-11 00:00:00,FZO,Madlen Jurick,On Time
Grosseto Air Base,Italy,Europe,2022-02-25 00:00:00,GRS,Sayre Beminster,Delayed
Hawarden Airport,United Kingdom,Europe,2022-07-15 00:00:00,CEG,Oberon Gerrill,Cancelled
Teniente Benjamin Matienzo Airport,Argentina,South America,2022-09-01 00:00:00,TUC,Hyacinthia Brammer,Delayed
Milano Linate Airport,Italy,Europe,2022-04-27 00:00:00,LIN,Nicoli Curmi,Cancelled
Stornoway Airport,United Kingdom,Europe,2022-04-22 00:00:00,SYY,Vivia Brum,Delayed
Barrow Walney Island Airport,United Kingdom,Europe,2022-01-07 00:00:00,BWF,Jeniece Godain,Cancelled
Ixtapa Zihuatanejo International Airport,Mexico,North America,2022-11-02 00:00:00,ZIH,Imogene Thurber,On Time
Cottbus-Drewitz Airport,Germany,Europe,2022-04-04 00:00:00,CBU,Lorrin Jervois,Cancelled
Ingeniero Alberto Acuña Ongay International Airport,Mexico,North America,2022-12-10 00:00:00,CPE,Ilsa Matchett,On Time
