airport_name,country_name,continents,departure_date,arrival_airport,pilot_name,flight_status,germany_latitude,germany_longitude,argentina_latitude,argentina_longitude,mexico_latitude,mexico_longitude,uk_latitude,uk_longitude,italy_latitude,italy_longitude
St. Peter-Ording Airport,Germany,Europe,2022-09-17 00:00:00,PSH,Curtice Lumbley,Cancelled,54.308900,8.686400,,,,,,,,
Taranto-Grottaglie Marcello Arlotta Airport,Italy,Europe,2022-09-28 00:00:00,TAR,Maurise Vain,Cancelled,,,,,,,,,40.517500,17.403200
Belfast International Airport,United Kingdom,Europe,2022-08-22 00:00:00,BFS,Kyle Pfiffer,On Time,,,,,,,54.657500,-6.215800,,
Ancona Falconara Airport,Italy,Europe,2022-04-18 00:00:00,AOI,Brien Murton,Delayed,,,,,,,,,,
Campbeltown Airport,United Kingdom,Europe,2022-02-24 00:00:00,CAL,Erskine Yuryev,Delayed,,,,,,,55.437200,-5.686400,,
Hoy/Longhope Airfield,United Kingdom,Europe,2022-10-15 00:00:00,HOY,Jase Carleman,Cancelled,,,,,,,58.827800,-3.279200,,
Friedrichshafen Airport,Germany,Europe,2022-03-30 00:00:00,FDH,Robin Lazarus,On Time,47.671300,9.511500,,,,,,,,
Jose De San Martin Airport,Argentina,South America,2022-01-29 00:00:00,JSM,Kelby Hubbold,Cancelled,,,-44.048100,-70.458500,,,,,,
RAF Honington,United Kingdom,Europe,2022-08-14 00:00:00,BEQ,Conrad Shrimpton,On Time,,,,,,,52.342600,0.772900,,
Gütersloh Air Base,Germany,Europe,2022-04-29 00:00:00,GUT,Shermy Labbet,Cancelled,51.922800,8.306300,,,,,,,,
Weeze Airport,Germany,Europe,2022-03-16 00:00:00,NRN,Lonna Ashall,On Time,51.602400,6.142200,,,,,,,,
Héroes De Malvinas Airport,Argentina,South America,2022-05-06 00:00:00,TDL,Lauri Vanyukhin,Delayed,,,-37.237400,-59.227900,,,,,,
Charata Airport,Argentina,South America,2022-05-14 00:00:00,CNT,Adriana Tellesson,On Time,,,-27.218300,-61.228600,,,,,,
Glasgow International Airport,United Kingdom,Europe,2022-05-12 00:00:00,GLA,Candace Nugent,On Time,,,,,,,55.871900,-4.433100,,
Malpensa International Airport,Italy,Europe,2022-01-06 00:00:00,MXP,Beatrix Boyack,Cancelled,,,,,,,,,45.630600,8.728100
Atizapan De Zaragoza Airport,Mexico,North America,2022-02-21 00:00:00,AZP,Harry Bullock,Cancelled,,,,,19.598600,-99.286900,,,,
Hamburg Airport,Germany,Europe,2022-04-19 00:00:00,HAM,Angeline Brayshaw,Cancelled,53.630400,9.988200,,,,,,,,
Ciudad Mante National Airport,Mexico,North America,2022-08-26 00:00:00,MMC,Virge Flann,Cancelled,,,,,22.768900,-99.001200,,,,
Cologne Bonn Airport,Germany,Europe,2022-02-03 00:00:00,CGN,Dunc Nannetti,Cancelled,50.865900,7.142700,,,,,,,,
Malpensa International Airport,Italy,Europe,2022-11-19 00:00:00,MXP,Kellie Bailie,Delayed,,,,,,,,,45.630600,8.728100
Falcone–Borsellino Airport,Italy,Europe,2022-06-26 00:00:00,PMO,Fleur Wakefield,On Time,,,,,,,,,38.175900,13.091000
Turin Airport,Italy,Europe,2022-05-29 00:00:00,TRN,Salvador Dumbar,On Time,,,,,,,,,45.200800,7.649600
London City Airport,United Kingdom,Europe,2022-03-08 00:00:00,LCY,Richy Klimov,On Time,,,,,,,51.505300,0.055300,,
Pescara International Airport,Italy,Europe,2022-09-22 00:00:00,PSR,Todd Hasel,Cancelled,,,,,,,,,42.431700,14.181100
Domingo Faustino Sarmiento Airport,Argentina,South America,2022-11-29 00:00:00,UAQ,Abdel Heatherington,On Time,,,-31.570900,-68.418200,,,,,,
RAF Leuchars,United Kingdom,Europe,2022-05-04 00:00:00,ADX,Violetta Wasielewicz,Delayed,,,,,,,56.376600,-2.868400,,
Libertador Gral D Jose De San Martin Airport,Argentina,South America,2022-09-24 00:00:00,PSS,Una Prowting,On Time,,,-27.385800,-55.970700,,,,,,
Ancona Falconara Airport,Italy,Europe,2022-05-31 00:00:00,AOI,Frasquito Cadlock,Cancelled,,,,,,,,,,
Venice Marco Polo Airport,Italy,Europe,2022-04-19 00:00:00,VCE,Ellswerth Muino,Delayed,,,,,,,,,45.505300,12.340300
Flughafen München-Riem,Germany,Europe,2022-08-19 00:00:00,MUC,Bertrand Donahue,Cancelled,48.353800,11.786100,,,,,,,,
Capitan D Daniel Vazquez Airport,Argentina,South America,2022-07-22 00:00:00,ULA,Cazzie Spraberry,On Time,,,-49.306800,-67.802600,,,,,,
Ciudad Mante National Airport,Mexico,North America,2022-01-10 00:00:00,MMC,Lucinda Gribbon,Cancelled,,,,,22.768900,-99.001200,,,,
Magdeburg City Airport,Germany,Europe,2022-01-07 00:00:00,ZMG,Geno Lightman,Cancelled,52.073600,11.626400,,,,,,,,
Lázaro Cárdenas Airport,Mexico,North America,2022-09-26 00:00:00,LZC,Larisa Pritchard,Cancelled,,,,,18.001600,-102.220500,,,,
Whalsay Airport,United Kingdom,Europe,2022-11-25 00:00:00,WHS,Lissy Follitt,Cancelled,,,,,,,60.372800,-1.268200,,
Ramstein Air Base,Germany,Europe,2022-12-15 00:00:00,RMS,Karlens Hamby,On Time,49.436900,7.600300,,,,,,,,
Penzance Heliport,United Kingdom,Europe,2022-07-27 00:00:00,PZE,Jobie Blakden,On Time,,,,,,,50.117000,-5.516000,,
Ceres Airport,Argentina,South America,2022-10-05 00:00:00,CRR,Felix Pitrasso,Cancelled,,,-29.896500,-61.862600,,,,,,
Nogales International Airport,Mexico,North America,2022-03-11 00:00:00,NOG,Kristoffer Hanway,Delayed,,,,,,,,,,
RAF Benson,United Kingdom,Europe,2022-11-21 00:00:00,BEX,Byrle Wintle,Cancelled,,,,,,,51.616400,-1.095800,,
Dr. Arturo H. Illia Airport,Argentina,South America,2022-08-20 00:00:00,GNR,Allina McKeand,Delayed,,,-39.001600,-67.620500,,,,,,
Martin Miguel De Guemes International Airport,Argentina,South America,2022-01-21 00:00:00,SLA,Darda O'Calleran,On Time,,,-24.856000,-65.486200,,,,,,
Playa del Carmen Airport,Mexico,North America,2022-10-27 00:00:00,PCM,Gene Vanelli,Cancelled,,,,,20.622100,-87.082000,,,,
Palo Verde Airport,Mexico,North America,2022-07-01 00:00:00,SRL,Yancey Exeter,On Time,,,,,27.833300,-112.383300,,,,
Vincenzo Florio Airport Trapani-Birgi,Italy,Europe,2022-07-22 00:00:00,TPS,Eydie Tomasello,Delayed,,,,,,,,,37.911200,12.487700
General José María Yáñez International Airport,Mexico,North America,2022-01-14 00:00:00,GYM,Thayne Donnersberg,Delayed,,,,,27.968900,-110.925500,,,,
Weeze Airport,Germany,Europe,2022-05-29 00:00:00,NRN,Mannie Please,On Time,51.602400,6.142200,,,,,,,,
Treviso-Sant'Angelo Airport,Italy,Europe,2022-06-29 00:00:00,TSF,Auria Ullett,Cancelled,,,,,,,,,45.648400,12.194400
RAF Coningsby,United Kingdom,Europe,2022-07-22 00:00:00,QCY,Colas Geach,Delayed,,,,,,,53.093000,-0.166000,,
General Mariano Escobedo International Airport,Mexico,North America,2022-06-22 00:00:00,MTY,Niccolo O'Corrigane,Cancelled,,,,,25.778500,-100.107000,,,,
Leonardo da Vinci–Fiumicino Airport,Italy,Europe,2022-12-19 00:00:00,FCO,Horatio Simoneschi,On Time,,,,,,,,,41.800300,12.238900
Glasgow International Airport,United Kingdom,Europe,2022-08-14 00:00:00,GLA,Laraine Chasteau,Cancelled,,,,,,,55.871900,-4.433100,,
La Cumbre Airport,Argentina,South America,2022-03-16 00:00:00,LCM,Emmalynn Read,Cancelled,,,-31.011000,-64.532300,,,,,,
Perth/Scone Airport,United Kingdom,Europe,2022-12-25 00:00:00,PSL,Hilde Frounks,On Time,,,,,,,56.439200,-3.372200,,
Venice Marco Polo Airport,Italy,Europe,2022-02-23 00:00:00,VCE,Dory Richmont,On Time,,,,,,,,,45.505300,12.340300
Turin Airport,Italy,Europe,2022-10-21 00:00:00,TRN,Harlie Blest,Cancelled,,,,,,,,,45.200800,7.649600
Bristol Filton Airport,United Kingdom,Europe,2022-01-12 00:00:00,FZO,Vlad Barhams,Delayed,,,,,,,51.519400,-2.590800,,
RAF Linton-On-Ouse,United Kingdom,Europe,2022-08-18 00:00:00,HRT,Gaylor Verbrugge,Delayed,,,,,,,54.048900,-1.252800,,
Schwerin Parchim Airport,Germany,Europe,2022-02-16 00:00:00,SZW,Phoebe Hawlgarth,Delayed,53.426000,11.783400,,,,,,,,
RAF Coningsby,United Kingdom,Europe,2022-08-07 00:00:00,QCY,Gasparo Harmour,Cancelled,,,,,,,53.093000,-0.166000,,
Manuel Márquez de León International Airport,Mexico,North America,2022-12-11 00:00:00,LAP,Kathi Kedge,Cancelled,,,,,24.072700,-110.362500,,,,
Cabo F.A.A. H. R. Bordón Airport,Argentina,South America,2022-05-18 00:00:00,IGB,Magdalen Liver,Delayed,,,-24.185800,-65.044700,,,,,,
Libertador Gral D Jose De San Martin Airport,Argentina,South America,2022-03-15 00:00:00,PSS,Delmore Davidavidovics,On Time,,,-27.385800,-55.970700,,,,,,
Zapala Airport,Argentina,South America,2022-07-29 00:00:00,APZ,Richie Housden,On Time,,,-38.975500,-70.113600,,,,,,
Licenciado Manuel Crescencio Rejon Int Airport,Mexico,North America,2022-10-09 00:00:00,MID,Bryanty Frome,Cancelled,,,,,20.937000,-89.657700,,,,
Southampton Airport,United Kingdom,Europe,2022-12-08 00:00:00,SOU,Elfrieda Hatton,Cancelled,,,,,,,50.950300,-1.356800,,
Reggio Calabria Airport,Italy,Europe,2022-07-14 00:00:00,REG,Alika Haylock,Delayed,,,,,,,,,38.071200,15.651600
London Gatwick Airport,United Kingdom,Europe,2022-11-23 00:00:00,LGW,Erwin Gunby,Delayed,,,,,,,51.153700,-0.182100,,
Munich Airport,Germany,Europe,2022-11-22 00:00:00,MUC,Corby Thridgould,On Time,48.353800,11.786100,,,,,,,,
Del Bajío International Airport,Mexico,North America,2022-11-26 00:00:00,BJX,Vonny Eccleston,On Time,,,,,20.993500,-101.481000,,,,
Juist Airport,Germany,Europe,2022-04-28 00:00:00,JUI,Collie Jerram,Delayed,53.681600,7.055600,,,,,,,,
Capitan D Daniel Vazquez Airport,Argentina,South America,2022-02-01 00:00:00,ULA,Daphne Leehane,On Time,,,-49.306800,-67.802600,,,,,,
Comodoro Pedro Zanni Airport,Argentina,South America,2022-05-24 00:00:00,PEH,Noella Webster,Cancelled,,,-35.845600,-61.857600,,,,,,
Aosta Airport,Italy,Europe,2022-04-30 00:00:00,AOT,Clemence Virgin,Cancelled,,,,,,,,,45.738500,7.368300
Southend Airport,United Kingdom,Europe,2022-01-17 00:00:00,SEN,Emlyn McKimm,On Time,,,,,,,51.571400,0.695600,,
Emden Airport,Germany,Europe,2022-10-26 00:00:00,EME,Babara Querrard,Cancelled,53.391300,7.227400,,,,,,,,
Zapala Airport,Argentina,South America,2022-08-21 00:00:00,APZ,Sorcha Whotton,On Time,,,-38.975500,-70.113600,,,,,,
Trieste–Friuli Venezia Giulia Airport,Italy,Europe,2022-02-12 00:00:00,TRS,Annetta Stiffkins,On Time,,,,,,,,,45.827500,13.472200
San Antonio Copalar Airport,Mexico,North America,2022-03-20 00:00:00,CJT,Rayshell Wadeling,Delayed,,,,,16.039200,-90.741800,,,,
Ingeniero Alberto Acuña Ongay International Airport,Mexico,North America,2022-01-31 00:00:00,CPE,Saunders Corneljes,Cancelled,,,,,19.816800,-90.500300,,,,
Capitan V A Almonacid Airport,Argentina,South America,2022-10-04 00:00:00,IRJ,Orren Faint,Delayed,,,-29.381600,-66.795800,,,,,,
Cologne Bonn Airport,Germany,Europe,2022-04-06 00:00:00,CGN,Laraine Colaton,Delayed,50.865900,7.142700,,,,,,,,
St Angelo Airport,United Kingdom,Europe,2022-05-07 00:00:00,ENK,Thornton Bohlsen,Delayed,,,,,,,54.398900,-7.651700,,
Cancún International Airport,Mexico,North America,2022-03-20 00:00:00,CUN,Raffaello Carrington,On Time,,,,,21.036500,-86.877100,,,,
Tiree Airport,United Kingdom,Europe,2022-05-23 00:00:00,TRE,Hali Wank,Cancelled,,,,,,,56.499200,-6.869200,,
Alghero-Fertilia Airport,Italy,Europe,2022-04-08 00:00:00,AHO,Marijo Fiddy,On Time,,,,,,,,,40.632100,8.290800
Quetzalcóatl International Airport,Mexico,North America,2022-04-12 00:00:00,NLD,Maure Billborough,Cancelled,,,,,27.443100,-99.570500,,,,
Hermanos Serdán International Airport,Mexico,North America,2022-10-05 00:00:00,PBC,Riva Bridgland,On Time,,,,,19.158100,-98.371400,,,,
Spangdahlem Air Base,Germany,Europe,2022-05-03 00:00:00,SPM,Rudolf Macvain,On Time,49.972600,6.692500,,,,,,,,
Padova Airport,Italy,Europe,2022-11-30 00:00:00,QPA,Skyler Reeson,On Time,,,,,,,,,45.395700,11.847900
Bremen Airport,Germany,Europe,2022-09-20 00:00:00,BRE,Billy Watkiss,Cancelled,53.047500,8.786700,,,,,,,,
Benbecula Airport,United Kingdom,Europe,2022-02-05 00:00:00,BEB,Nissy Nice,Delayed,,,,,,,57.481100,-7.362800,,
Playa del Carmen Airport,Mexico,North America,2022-09-22 00:00:00,PCM,Hagen Crop,Cancelled,,,,,20.622100,-87.082000,,,,
London Luton Airport,United Kingdom,Europe,2022-12-26 00:00:00,LTN,Jessey Davio,On Time,,,,,,,51.874700,-0.368300,,
Cananea National Airport,Mexico,North America,2022-06-18 00:00:00,CNA,Homere Stearnes,Delayed,,,,,30.987500,-110.308000,,,,
Rochester Airport,United Kingdom,Europe,2022-09-08 00:00:00,RCS,Jule Kemble,Delayed,,,,,,,51.352000,0.502000,,
London Biggin Hill Airport,United Kingdom,Europe,2022-10-25 00:00:00,BQH,Shelagh Thaine,Cancelled,,,,,,,51.330800,0.032500,,
Ciudad Mante National Airport,Mexico,North America,2022-04-17 00:00:00,MMC,Pieter Bevis,Cancelled,,,,,22.768900,-99.001200,,,,
Ingolstadt Manching Airport,Germany,Europe,2022-02-25 00:00:00,IGS,Katha Ricards,Delayed,48.715700,11.534000,,,,,,,,
Coll Airport,United Kingdom,Europe,2022-08-07 00:00:00,COL,Barbette Bilbery,Delayed,,,,,,,56.634100,-6.619200,,
Aviador C. Campos Airport,Argentina,South America,2022-11-22 00:00:00,CPC,Lauren Moscon,On Time,,,-40.075400,-71.137300,,,,,,
General Pedro Jose Mendez International Airport,Mexico,North America,2022-01-03 00:00:00,CVM,Lucie Skynner,Cancelled,,,,,23.703300,-98.956400,,,,
Borkum Airport,Germany,Europe,2022-08-28 00:00:00,BMK,Sabra Kike,On Time,53.595500,6.709200,,,,,,,,
Southend Airport,United Kingdom,Europe,2022-04-09 00:00:00,SEN,Stacy Gherardi,Cancelled,,,,,,,51.571400,0.695600,,
Frankfurt-Hahn Airport,Germany,Europe,2022-03-06 00:00:00,HHN,Edik Joanaud,Cancelled,49.948700,7.263900,,,,,,,,
Tulum Naval Air Station,Mexico,North America,2022-08-08 00:00:00,TUY,Truman Joust,On Time,,,,,20.214000,-87.466200,,,,
Exeter International Airport,United Kingdom,Europe,2022-09-12 00:00:00,EXT,Walt Hodgin,Delayed,,,,,,,50.734400,-3.413900,,
Del Bajío International Airport,Mexico,North America,2022-01-02 00:00:00,BJX,Luca Skewes,Delayed,,,,,20.993500,-101.481000,,,,
RAF Wyton,United Kingdom,Europe,2022-05-06 00:00:00,QUY,Dasi Bartlomiejczyk,On Time,,,,,,,52.357200,-0.107800,,
Aachen-Merzbrück Airport,Germany,Europe,2022-12-01 00:00:00,AAH,Ric McQuaide,Cancelled,50.823200,6.186400,,,,,,,,
RAF Linton-On-Ouse,United Kingdom,Europe,2022-08-20 00:00:00,HRT,Janeta Mothersdale,Delayed,,,,,,,54.048900,-1.252800,,
Stornoway Airport,United Kingdom,Europe,2022-01-04 00:00:00,SYY,Federico Worledge,Delayed,,,,,,,58.215600,-6.331100,,
Edinburgh Airport,United Kingdom,Europe,2022-05-08 00:00:00,EDI,Bess Ashbolt,On Time,,,,,,,55.950800,-3.361500,,
Wiesbaden Army Airfield,Germany,Europe,2022-08-21 00:00:00,WIE,Ulysses Tink,Cancelled,50.049800,8.325400,,,,,,,,
RAF Leuchars,United Kingdom,Europe,2022-12-03 00:00:00,ADX,Helge Adame,Cancelled,,,,,,,56.376600,-2.868400,,
St. Mary's Airport,United Kingdom,Europe,2022-03-05 00:00:00,ISC,Juana Brownill,Delayed,,,,,,,49.913300,-6.291700,,
Mercedes Airport,Argentina,South America,2022-07-18 00:00:00,MDX,Pacorro Cahalan,Delayed,,,-28.037800,-58.767300,,,,,,
Cochstedt Airport,Germany,Europe,2022-09-01 00:00:00,CSO,Tobit Lowre,On Time,51.856400,11.419200,,,,,,,,
Marina Di Campo Airport,Italy,Europe,2022-09-30 00:00:00,EBA,Marcelia Garaway,Delayed,,,,,,,,,42.760277,10.239445
Fleetlands Heliport,United Kingdom,Europe,2022-12-29 00:00:00,PME,Reggie Horbath,On Time,,,,,,,50.795800,-1.083300,,
San Carlos De Bariloche Airport,Argentina,South America,2022-12-16 00:00:00,BRC,Davide Lorie,On Time,,,-41.151200,-71.157500,,,,,,
General Pico Airport,Argentina,South America,2022-02-02 00:00:00,GPO,Scotti Coton,Delayed,,,-35.696400,-63.758300,,,,,,
Sauce Viejo Airport,Argentina,South America,2022-09-18 00:00:00,SFN,Margo Korous,Delayed,,,-31.711700,-60.811700,,,,,,
Miramar Airport,Argentina,South America,2022-06-20 00:00:00,MJR,Baryram Readshaw,Cancelled,,,-38.019200,-57.573300,,,,,,
Lasham Airport,United Kingdom,Europe,2022-06-25 00:00:00,QLA,Ciel Olivo,Cancelled,,,,,,,51.187200,-1.033500,,
London Gatwick Airport,United Kingdom,Europe,2022-10-08 00:00:00,LGW,Berte Itskovitz,On Time,,,,,,,51.153700,-0.182100,,
Aachen-Merzbrück Airport,Germany,Europe,2022-04-26 00:00:00,AAH,Yule Blissitt,Cancelled,50.823200,6.186400,,,,,,,,
Bologna Guglielmo Marconi Airport,Italy,Europe,2022-08-20 00:00:00,BLQ,Garrick Nield,Delayed,,,,,,,,,44.535400,11.288700
Udine-Campoformido Air Base,Italy,Europe,2022-12-21 00:00:00,UDN,Pamela Yantsurev,Cancelled,,,,,,,,,46.029700,13.183600
Ciudad Acuña New International Airport,Mexico,North America,2022-11-13 00:00:00,ACN,Gawain Lemin,Delayed,,,,,29.332900,-100.980000,,,,
Lamezia Terme Airport,Italy,Europe,2022-04-29 00:00:00,SUF,Emelen Luckett,Delayed,,,,,,,,,38.905400,16.242300
D. Casimiro Szlapelis Airport,Argentina,South America,2022-03-15 00:00:00,ARR,Berty Moss,Delayed,,,-45.013800,-70.812200,,,,,,
Plan De Guadalupe International Airport,Mexico,North America,2022-03-26 00:00:00,SLW,Bertie Becconsall,On Time,,,,,,,,,,
Augsburg Airport,Germany,Europe,2022-06-16 00:00:00,AGB,Zuzana Ferrucci,Delayed,48.425200,10.931800,,,,,,,,
Benbecula Airport,United Kingdom,Europe,2022-10-03 00:00:00,BEB,Tabby Maffy,Cancelled,,,,,,,57.481100,-7.362800,,
RAF Leuchars,United Kingdom,Europe,2022-02-05 00:00:00,ADX,Cordell Mytton,Delayed,,,,,,,56.376600,-2.868400,,
Ixtapa Zihuatanejo International Airport,Mexico,North America,2022-02-08 00:00:00,ZIH,Man Cuss,Cancelled,,,,,17.601600,-101.460500,,,,
Los Menucos Airport,Argentina,South America,2022-04-25 00:00:00,LMD,Mathias Reckhouse,Cancelled,,,-35.493600,-64.242200,,,,,,
Antoine de Saint Exupéry Airport,Argentina,South America,2022-07-17 00:00:00,OES,Robb Roussell,Cancelled,,,-40.751200,-65.034300,,,,,,
Lasham Airport,United Kingdom,Europe,2022-10-01 00:00:00,QLA,Skipper Rapier,Delayed,,,,,,,51.187200,-1.033500,,
Nogales International Airport,Mexico,North America,2022-03-14 00:00:00,NOG,Pepillo Fallon,On Time,,,,,,,,,,
Latina Air Base,Italy,Europe,2022-07-05 00:00:00,QLT,Dawna Gammons,Cancelled,,,,,,,,,41.542400,12.909000
Domingo Faustino Sarmiento Airport,Argentina,South America,2022-01-10 00:00:00,UAQ,Amelita Fleckney,Delayed,,,-31.570900,-68.418200,,,,,,
Carmen De Patagones Airport,Argentina,South America,2022-04-15 00:00:00,CPG,Almire Meddows,Delayed,,,-40.782200,-62.981700,,,,,,
Comodoro Pierrestegui Airport,Argentina,South America,2022-09-22 00:00:00,COC,Suzanna Hedges,On Time,,,-31.296900,-58.078300,,,,,,
Alghero-Fertilia Airport,Italy,Europe,2022-06-06 00:00:00,AHO,Giffer Dundredge,Delayed,,,,,,,,,40.632100,8.290800
Comiso Airport,Italy,Europe,2022-11-23 00:00:00,CIY,Selena Tiplady,Cancelled,,,,,,,,,36.994600,14.607900
Erfurt Airport,Germany,Europe,2022-09-06 00:00:00,ERF,Myles Rowena,Delayed,50.979800,10.958100,,,,,,,,
Grosseto Air Base,Italy,Europe,2022-09-15 00:00:00,GRS,Maximilianus Saveall,On Time,,,,,,,,,42.760300,11.071200
Paderborn Lippstadt Airport,Germany,Europe,2022-04-24 00:00:00,PAD,Raquel Eversley,Delayed,51.614100,8.616300,,,,,,,,
Álamos Airport,Mexico,North America,2022-06-30 00:00:00,XAL,Dierdre Hubberstey,Delayed,,,,,21.419500,-97.791600,,,,
Dresden Airport,Germany,Europe,2022-01-18 00:00:00,DRS,Maryl Tuison,Delayed,51.132800,13.767200,,,,,,,,
General Roberto Fierro Villalobos International Airport,Mexico,North America,2022-01-11 00:00:00,CUU,Darin Velasquez,On Time,,,,,28.702900,-105.964600,,,,
Rochester Airport,United Kingdom,Europe,2022-01-22 00:00:00,RCS,Nicoline Peealess,Delayed,,,,,,,51.352000,0.502000,,
Comodoro Pierrestegui Airport,Argentina,South America,2022-05-03 00:00:00,COC,Fons Etteridge,Cancelled,,,-31.296900,-58.078300,,,,,,
RAF Alconbury,United Kingdom,Europe,2022-05-30 00:00:00,AYH,Maximilian Fieldhouse,Cancelled,,,,,,,52.378000,-0.219000,,
Resistencia International Airport,Argentina,South America,2022-11-03 00:00:00,RES,Andrew Swaysland,On Time,,,-27.449800,-59.056100,,,,,,
Xoxocotlán International Airport,Mexico,North America,2022-09-14 00:00:00,OAX,Kora Scad,Cancelled,,,,,16.999900,-96.726600,,,,
Goya Airport,Argentina,South America,2022-11-15 00:00:00,OYA,Dimitry Heinonen,Delayed,,,-29.105800,-59.218600,,,,,,
Ciudad Obregón International Airport,Mexico,North America,2022-03-14 00:00:00,CEN,Pietrek O'Hickee,Delayed,,,,,27.392600,-109.833000,,,,
RAF Northolt,United Kingdom,Europe,2022-01-29 00:00:00,NHT,Penny Utting,On Time,,,,,,,51.553000,-0.418000,,
Olbia Costa Smeralda Airport,Italy,Europe,2022-08-09 00:00:00,OLB,Anna-diane Bentzen,On Time,,,,,,,,,40.898700,9.517600
Francisco Sarabia International Airport,Mexico,North America,2022-12-24 00:00:00,TRC,Karin Kinzett,On Time,,,,,25.568300,-103.410600,,,,
General Ignacio P. Garcia International Airport,Mexico,North America,2022-10-09 00:00:00,HMO,Osbourn Grabban,Cancelled,,,,,29.095900,-111.047900,,,,
Aosta Airport,Italy,Europe,2022-12-04 00:00:00,AOT,Gusella Waterfield,Cancelled,,,,,,,,,45.738500,7.368300
San Quintín Military Airstrip,Mexico,North America,2022-06-06 00:00:00,SNQ,Lela Saltern,Cancelled,,,,,30.570300,-115.991000,,,,
Gobernador Castello Airport,Argentina,South America,2022-02-03 00:00:00,VDM,Dalis Lerego,On Time,,,-40.869200,-63.000400,,,,,,
Norwich International Airport,United Kingdom,Europe,2022-10-17 00:00:00,NWI,Korry Tissier,Cancelled,,,,,,,52.675800,1.282800,,
Wyk auf Föhr Airport,Germany,Europe,2022-10-21 00:00:00,OHR,Paolina Stribbling,Delayed,54.913200,8.340500,,,,,,,,
Ciudad Constitución Airport,Mexico,North America,2022-09-03 00:00:00,CUA,Carree Simeons,Cancelled,,,,,25.052800,-111.615000,,,,
Bremen Airport,Germany,Europe,2022-05-23 00:00:00,BRE,Dionis Joist,Delayed,53.047500,8.786700,,,,,,,,
Charata Airport,Argentina,South America,2022-04-25 00:00:00,CNT,Sarge Kippin,On Time,,,-27.218300,-61.228600,,,,,,
Taranto-Grottaglie Marcello Arlotta Airport,Italy,Europe,2022-01-23 00:00:00,TAR,Wenda McBeith,Delayed,,,,,,,,,40.517500,17.403200
George Best Belfast City Airport,United Kingdom,Europe,2022-04-08 00:00:00,BHD,Michail Viscovi,On Time,,,,,,,54.618100,-5.872500,,
Reconquista Airport,Argentina,South America,2022-04-07 00:00:00,RCQ,Glenna Millar,Delayed,,,-29.210300,-59.680000,,,,,,
Monte Caseros Airport,Argentina,South America,2022-12-10 00:00:00,MCS,Rachele Beeck,Delayed,,,-30.271900,-57.640200,,,,,,
General Heriberto Jara International Airport,Mexico,North America,2022-01-01 00:00:00,VER,Vidovik Anand,On Time,,,,,19.145900,-96.187300,,,,
